Case ID,Site ID,Site Name,Url,Submission Date,Case Status,Comments,Username (last person),Site Type,Site Status,Implementing Partner / Donor Agency,Region ID,Region Name,Submission date,Submission date (reformatted),Agency,Donor,Activity date,Activity date (reformatted),Primary Activity,Sub-Activity,boys,girls,men,women,elderly men,elderly women,total participants,PWds,males,females,Indirect beneficiaries,Achieved,IB boys,IB girls,IB men,IB women,IB elderly men,IB elderly women,total indirect beneficiaries,Protection referral pathway (y/n) (based on safety audit),Topic,Topic(s),Other topic,Topic (calculated),Items distributed,Other items,number of leaflets,number of posters,number of hygiene kits,number of dignity kits,number of sand or flour bags,number of toolkits,number of other items,total number of IEC items,money spent on IEC improvements,voluntary project,labour days paid through CFW,Summary,Photo,Photo2,Photo3,Attachment
40061780992248849J,GZA4858,Al-Sheikh Ejleen A Site,https://app.zitemanager.org/#/sites/50990/submission-case-detail/40061780992248849J,2026-06-09,Closed,,hanadialkfarna,IOM,Active,NRC,260 - 2600112,Gaza - Ash Sheikh 'Ijleen,2026-06-09,09/06/26,NRC,PRM,2026-05-17,17-05-26,Community Participation and Representation,Community or Committee Meeting,,,9,2,1,0,12,0,10,2,,12,,,,,,,,,"Site Management Committee Establishment, Coordination or Planning",,,committee_planning,,,,,,,,,,,,,,"""Site Management Committee Coordination Meeting 
A meeting was conducted with AlSheikh Ejleen A Site Management Committee (SMC) members to discuss the urgent shelter and WASH needs within the site, with a specific focus on tent repair needs, tarpaulins, kitchen materials, bedding items, and other available support that may be provided through current NRC projects.
During the meeting, the Site Management team discussed the available resources under ongoing NRC interventions and clarified the scope of potential support. Particular attention was given to the nomination of households requiring tent repair, specifically families living in locally made shelters constructed from wood and tarpaulins that are in need of significant repair.
The agreed selection criteria for household nomination included families with three or more members and households currently living in locally made tents constructed from wood and tarpaulins, where the shelter condition requires substantial repair. The SMC members were required actively engage in the nomination process to help identify the most vulnerable and most in-need families based on the agreed criteria.
The meeting also highlighted the importance of facilitating a joint technical assessment visit by the Site Management team and the Shelter team. The SMC members were requested to support the process by guiding the teams during the field visit, verifying the nominated households, and ensuring transparent communication with the community.
In addition, the discussion emphasized the role of the SMC in organizing community meetings to inform residents about the intervention scope, selection criteria, assessment process, and expected next steps. This was considered essential to promote transparency, reduce community tension, and ensure meaningful community engagement throughout the intervention.
WASH-related needs were also discussed during the meeting, including the need for drinking water support, hygiene materials, and the repair of latrines. The SMC members raised concerns regarding the current gaps in WASH services and stressed the importance of prioritizing these needs in upcoming interventions.
Finally, the meeting covered the need to update the household database for the site to facilitate upcoming distributions, particularly the planned distribution of water jerrycans. The SMC members agreed to support the data update process and coordinate with the Site Management team to ensure accurate beneficiary information.
Overall, the meeting strengthened coordination with AlSheikh Ejleen A SMC members and ensured their active participation in identifying shelter and WASH priorities, nominating the most vulnerable households, supporting technical assessments, and disseminating key information to the wider community.""",,,,
5751781173684144Z,DEB3489,Abu Shmeis,https://app.zitemanager.org/#/sites/33515/submission-case-detail/5751781173684144Z,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,265 - 2650579,Deir Al-Balah - Al Awda,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173684834Y,KYS4223,Al-Amal Site,https://app.zitemanager.org/#/sites/39853/submission-case-detail/5751781173684834Y,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173686009W,KYS3920,Al-Ard Al-tayiba,https://app.zitemanager.org/#/sites/32798/submission-case-detail/5751781173686009W,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002105,Khan Younis - At Tahrir,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173685412O,GZA4827,Al-Ameer Site,https://app.zitemanager.org/#/sites/50077/submission-case-detail/5751781173685412O,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600112,Gaza - Ash Sheikh 'Ijleen,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173686574C,DEB3466,Al-Akhwa Site,https://app.zitemanager.org/#/sites/32580/submission-case-detail/5751781173686574C,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,265 - 26501147,Deir Al-Balah - An Nuseirat,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173687133M,KYS4697,Al-Fajer Site,https://app.zitemanager.org/#/sites/47187/submission-case-detail/5751781173687133M,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173688562R,DEB3189,Tariq Al-Hayat shelter,https://app.zitemanager.org/#/sites/32419/submission-case-detail/5751781173688562R,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,265 - 2650575,Deir Al-Balah - Ar Rasheed,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173691301H,GZA4425,Al jondi Al mjhool Site,https://app.zitemanager.org/#/sites/42216/submission-case-detail/5751781173691301H,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600118,Gaza - Northern Remal,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173689143Q,KYS4428,Al-Heria Site,https://app.zitemanager.org/#/sites/43046/submission-case-detail/5751781173689143Q,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002105,Khan Younis - At Tahrir,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173695927W,KYS4356,Al-Noor (Al-Nakheel),https://app.zitemanager.org/#/sites/39913/submission-case-detail/5751781173695927W,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002105,Khan Younis - At Tahrir,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173696646Y,DEB4629,Al-Qulub Al-Rahima Site,https://app.zitemanager.org/#/sites/46883/submission-case-detail/5751781173696646Y,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,265 - 2650579,Deir Al-Balah - Al Awda,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173693388W,GZA4352,Al-Karim Site,https://app.zitemanager.org/#/sites/40078/submission-case-detail/5751781173693388W,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600120,Gaza - Ad Darraj,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173687726W,KYS4348,Al-Hamd 1,https://app.zitemanager.org/#/sites/39910/submission-case-detail/5751781173687726W,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173694590N,DEB4006,Al-Masmiya Camp,https://app.zitemanager.org/#/sites/32859/submission-case-detail/5751781173694590N,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,265 - 26510152,Deir Al-Balah - Deir Al Balah (south),2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173698016L,DEB4576,Al Ramla Site,https://app.zitemanager.org/#/sites/46113/submission-case-detail/5751781173698016L,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,265 - 26510152,Deir Al-Balah - Deir Al Balah (south),2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173702321N,DEB2303,al trainy,https://app.zitemanager.org/#/sites/32058/submission-case-detail/5751781173702321N,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,265 - 2650575,Deir Al-Balah - Ar Rasheed,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173705411X,GZA4834,Filastin 2 Site,https://app.zitemanager.org/#/sites/48793/submission-case-detail/5751781173705411X,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600113,Gaza - Tal El Hawa,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173700581M,GZA4451,Sheikh Ajlin Camp,https://app.zitemanager.org/#/sites/42705/submission-case-detail/5751781173700581M,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600112,Gaza - Ash Sheikh 'Ijleen,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173708204F,KYS0963,Hai Alsalam Site,https://app.zitemanager.org/#/sites/32947/submission-case-detail/5751781173708204F,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002105,Khan Younis - At Tahrir,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173709882N,GZA4301,Mosaab Camp,https://app.zitemanager.org/#/sites/39537/submission-case-detail/5751781173709882N,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600112,Gaza - Ash Sheikh 'Ijleen,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173699004D,GZA4858,Al-Sheikh Ejleen A Site,https://app.zitemanager.org/#/sites/50990/submission-case-detail/5751781173699004D,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600112,Gaza - Ash Sheikh 'Ijleen,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173706487Z,GZA4830,Fares 1 Site,https://app.zitemanager.org/#/sites/50110/submission-case-detail/5751781173706487Z,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600119,Gaza - Southern Remal,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173704165Z,GZA6015,Al-Taawon  Site,https://app.zitemanager.org/#/sites/43043/submission-case-detail/5751781173704165Z,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600120,Gaza - Ad Darraj,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173713984K,GZA4155,Al-Jazeera camp,https://app.zitemanager.org/#/sites/38679/submission-case-detail/5751781173713984K,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600120,Gaza - Ad Darraj,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173711589I,GZA4857,Mosab B site,https://app.zitemanager.org/#/sites/50989/submission-case-detail/5751781173711589I,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600112,Gaza - Ash Sheikh 'Ijleen,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173717076L,GZA0050,Qasser Al Minaa,https://app.zitemanager.org/#/sites/43649/submission-case-detail/5751781173717076L,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600119,Gaza - Southern Remal,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173719686Q,KYS2041,Safad Camp,https://app.zitemanager.org/#/sites/31954/submission-case-detail/5751781173719686Q,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002105,Khan Younis - At Tahrir,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173724978E,KYS4438,Al-Sawaid Site,https://app.zitemanager.org/#/sites/43619/submission-case-detail/5751781173724978E,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002105,Khan Younis - At Tahrir,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173722580H,GZA6014,Sanad Site,https://app.zitemanager.org/#/sites/43040/submission-case-detail/5751781173722580H,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,260 - 2600119,Gaza - Southern Remal,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751781173727086S,KYS4464,Al-Khair Site,https://app.zitemanager.org/#/sites/45606/submission-case-detail/5751781173727086S,2026-06-11,Closed,,harresyakubi,IOM,Active,NRC,270 - 27002101,Khan Younis - An Naser,2026-06-11,,NRC,PRM,2026-04-13,13-04-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40151781176067402Z,KYS1713,Al-Fedaa site,https://app.zitemanager.org/#/sites/31749/submission-case-detail/40151781176067402Z,2026-06-11,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,11/06/26,ACTED,PRM,2026-06-07,07-06-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,14,6,,,20,0,14,6,No,20,,,,,,,,,,Other,(AFM) awareness session,other (AFM) awareness session,Brochures/Leaflets,,20,,,,,,,20,,,,"ACTED Feedback Mechanism (AFM) awareness session was conducted for Cash-for-Work (CFW) beneficiaries participating in the site maintenance activity. The session introduced participants to ACTED's accountability principles, complaint and feedback channels, confidentiality measures, and safeguarding standards. Beneficiaries were informed of their rights and responsibilities throughout the implementation period and were encouraged to report concerns, provide feedback, and seek assistance through the available communication mechanisms.",,,,
40151781176431570V,KYS1713,Al-Fedaa site,https://app.zitemanager.org/#/sites/31749/submission-case-detail/40151781176431570V,2026-06-11,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,11/06/26,ACTED,PRM,2026-06-07,07-06-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,14,6,,,20,0,14,6,No,20,,,,,,,,,,Other,Safety and Security Awareness Session,other Safety and Security Awareness Session,No Items,,,,,,,,,0,,,,"Safety and Security Awareness Session was conducted for Cash-for-Work (CFW) beneficiaries participating in the site maintenance activity. The session aimed to enhance workers’ awareness of workplace health, safety, and security measures to minimize the risk of accidents and injuries during implementation. Participants received guidance on the proper use of tools and equipment, hazard identification, emergency procedures, personal protective measures, and safe working practices. The session emphasized the importance of adhering to established safety and security protocols to ensure that all activities are carried out in a safe and secure environment.",,,,
40151781176697594Z,KYS0835,Yafa Site,https://app.zitemanager.org/#/sites/31507/submission-case-detail/40151781176697594Z,2026-06-11,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,11/06/26,ACTED,PRM,2026-06-08,08-06-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,13,6,,,19,3,13,6,No,19,,,,,,,,,,Other,Safety and Security Awareness Session,other Safety and Security Awareness Session,No Items,,,,,,,,,0,,,,"Safety and Security Awareness Session was conducted for Cash-for-Work (CFW) beneficiaries participating in the site maintenance activity. The session aimed to enhance workers’ awareness of workplace health, safety, and security measures to minimize the risk of accidents and injuries during implementation. Participants received guidance on the proper use of tools and equipment, hazard identification, emergency procedures, personal protective measures, and safe working practices. The session emphasized the importance of adhering to established safety and security protocols to ensure that all activities are carried out in a safe and secure environment.",,,,
40151781176830426E,KYS0805,Al-Shaheed Jameel,https://app.zitemanager.org/#/sites/31493/submission-case-detail/40151781176830426E,2026-06-11,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,11/06/26,ACTED,PRM,2026-06-08,08-06-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,13,6,,,19,1,13,6,No,19,,,,,,,,,,Other,Safety and Security Awareness Session,other Safety and Security Awareness Session,No Items,,,,,,,,,0,,,,"Safety and Security Awareness Session was conducted for Cash-for-Work (CFW) beneficiaries participating in the site maintenance activity. The session aimed to enhance workers’ awareness of workplace health, safety, and security measures to minimize the risk of accidents and injuries during implementation. Participants received guidance on the proper use of tools and equipment, hazard identification, emergency procedures, personal protective measures, and safe working practices. The session emphasized the importance of adhering to established safety and security protocols to ensure that all activities are carried out in a safe and secure environment.",,,,
40151781177047402P,KYS0947,Al-rimal Al-Thahabiea,https://app.zitemanager.org/#/sites/31532/submission-case-detail/40151781177047402P,2026-06-11,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,11/06/26,ACTED,PRM,2026-06-08,08-06-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,13,6,,,19,0,13,6,No,19,,,,,,,,,,Other,Safety and Security Awareness Session,other Safety and Security Awareness Session,No Items,,,,,,,,,0,,,,"Safety and Security Awareness Session was conducted for Cash-for-Work (CFW) beneficiaries participating in the site maintenance activity. The session aimed to enhance workers’ awareness of workplace health, safety, and security measures to minimize the risk of accidents and injuries during implementation. Participants received guidance on the proper use of tools and equipment, hazard identification, emergency procedures, personal protective measures, and safe working practices. The session emphasized the importance of adhering to established safety and security protocols to ensure that all activities are carried out in a safe and secure environment.",,,,
40151781177439547J,KYS0825,Al-Jawhari,https://app.zitemanager.org/#/sites/31498/submission-case-detail/40151781177439547J,2026-06-11,Closed,,malmaqadma,IOM,Active,ACTED,270 - 27002154,Khan Younis - Al Mawasi,2026-06-11,11/06/26,ACTED,PRM,2026-06-08,08-06-26,"Two-Way Information Sharing, Feedback and Complaints",Awareness sessions,,,13,6,,,19,5,13,6,No,19,,,,,,,,,,Other,Safety and Security Awareness,other Safety and Security Awareness,No Items,,,,,,,,,0,,,,"Safety and Security Awareness Session was conducted for Cash-for-Work (CFW) beneficiaries participating in the site maintenance activity. The session aimed to enhance workers’ awareness of workplace health, safety, and security measures to minimize the risk of accidents and injuries during implementation. Participants received guidance on the proper use of tools and equipment, hazard identification, emergency procedures, personal protective measures, and safe working practices. The session emphasized the importance of adhering to established safety and security protocols to ensure that all activities are carried out in a safe and secure environment.",,,,
59261781333588387Z,DEB0477,Arb abu salim shelter,https://app.zitemanager.org/#/sites/31430/submission-case-detail/59261781333588387Z,2026-06-13,Closed,,rafanassar,IOM,Active,BLDA,265 - 2651093,Deir Al-Balah - Al Hikr,2026-06-13,13/06/26,BLDA,PRM,2026-05-14,14-05-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Residents of Site Ard Abu-Saleem are living in increasingly difficult and undignified conditions as widespread rodent and insect infestations continue to affect shelters and communal areas. Families are forced to sleep, eat, and care for their children in environments where rats and insects are constantly present, undermining their sense of safety, privacy, and human dignity. The infestation exposes already vulnerable populations—including children, older persons, and people with disabilities—to heightened health risks, psychological distress, and continuous discomfort. For displaced families who have already endured significant hardship and loss, these conditions further erode their well-being and compromise their right to live in a safe and healthy environment. Urgent pest control measures are therefore required to restore basic living standards, protect public health, and preserve the dignity of affected residents.",,,,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=Site_Improvement_Plan__-_Ard_Abu-Saleem-9_52_48.xlsx&return_type=file
41741781333756380Q,GZA4922,A12,https://app.zitemanager.org/#/sites/52232/submission-case-detail/41741781333756380Q,2026-06-13,Closed,,bashar,IOM,Active,BLDA,260 - 2600123,Gaza - An Naser-Gaza,2026-06-13,13/06/26,BLDA,PRM,2026-05-14,14-05-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Residents of Site A12 are living in increasingly difficult and undignified conditions as widespread rodent and insect infestations continue to affect shelters and communal areas. Families are forced to sleep, eat, and care for their children in environments where rats and insects are constantly present, undermining their sense of safety, privacy, and human dignity. The infestation exposes already vulnerable populations—including children, older persons, and people with disabilities—to heightened health risks, psychological distress, and continuous discomfort. For displaced families who have already endured significant hardship and loss, these conditions further erode their well-being and compromise their right to live in a safe and healthy environment. Urgent pest control measures are therefore required to restore basic living standards, protect public health, and preserve the dignity of affected residents.",,,,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=Site_Improvement_Plan__-_A12-9_55_43.xlsx&return_type=file
59261781333784384K,DEB2610,Al-Izza site,https://app.zitemanager.org/#/sites/32195/submission-case-detail/59261781333784384K,2026-06-13,Closed,,rafanassar,IOM,Active,BLDA,265 - 26510152,Deir Al-Balah - Deir Al Balah (south),2026-06-13,13/06/26,BLDA,PRM,2026-05-14,14-05-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Residents of Site Al-Ezza are living in increasingly difficult and undignified conditions as widespread rodent and insect infestations continue to affect shelters and communal areas. Families are forced to sleep, eat, and care for their children in environments where rats and insects are constantly present, undermining their sense of safety, privacy, and human dignity. The infestation exposes already vulnerable populations—including children, older persons, and people with disabilities—to heightened health risks, psychological distress, and continuous discomfort. For displaced families who have already endured significant hardship and loss, these conditions further erode their well-being and compromise their right to live in a safe and healthy environment. Urgent pest control measures are therefore required to restore basic living standards, protect public health, and preserve the dignity of affected residents.",,,,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=Site_Improvement_Plan__-_Al-Ezza-9_56_12.xlsx&return_type=file
41741781333791402H,GZA4923,A13,https://app.zitemanager.org/#/sites/52233/submission-case-detail/41741781333791402H,2026-06-13,Closed,,bashar,IOM,Active,BLDA,260 - 2600123,Gaza - An Naser-Gaza,2026-06-13,13/06/26,BLDA,PRM,2026-05-14,14-05-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Residents of Site A13 are living in increasingly difficult and undignified conditions as widespread rodent and insect infestations continue to affect shelters and communal areas. Families are forced to sleep, eat, and care for their children in environments where rats and insects are constantly present, undermining their sense of safety, privacy, and human dignity. The infestation exposes already vulnerable populations—including children, older persons, and people with disabilities—to heightened health risks, psychological distress, and continuous discomfort. For displaced families who have already endured significant hardship and loss, these conditions further erode their well-being and compromise their right to live in a safe and healthy environment. Urgent pest control measures are therefore required to restore basic living standards, protect public health, and preserve the dignity of affected residents.",,,,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=Site_Improvement_Plan__-_A13-9_56_27.xlsx&return_type=file
41741781333868606G,GZA4921,Al-Mashtal,https://app.zitemanager.org/#/sites/52225/submission-case-detail/41741781333868606G,2026-06-13,Closed,,bashar,IOM,Active,BLDA,260 - 2600123,Gaza - An Naser-Gaza,2026-06-13,13/06/26,BLDA,PRM,2026-05-14,14-05-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Residents of Site Al-Mashtal are living in increasingly difficult and undignified conditions as widespread rodent and insect infestations continue to affect shelters and communal areas. Families are forced to sleep, eat, and care for their children in environments where rats and insects are constantly present, undermining their sense of safety, privacy, and human dignity. The infestation exposes already vulnerable populations—including children, older persons, and people with disabilities—to heightened health risks, psychological distress, and continuous discomfort. For displaced families who have already endured significant hardship and loss, these conditions further erode their well-being and compromise their right to live in a safe and healthy environment. Urgent pest control measures are therefore required to restore basic living standards, protect public health, and preserve the dignity of affected residents.",,,,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=Site_Improvement_Plan__-_Al-Mashtal-9_57_45.xlsx&return_type=file
59261781333917380X,DEB3187,Al-Noor Shelter,https://app.zitemanager.org/#/sites/32418/submission-case-detail/59261781333917380X,2026-06-13,Closed,,rafanassar,IOM,Active,BLDA,265 - 26510152,Deir Al-Balah - Deir Al Balah (south),2026-06-13,13/06/26,BLDA,PRM,2026-05-14,14-05-26,Site Environment Improvements,Site Improvement Plans,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Residents of Site Al-Nour  are living in increasingly difficult and undignified conditions as widespread rodent and insect infestations continue to affect shelters and communal areas. Families are forced to sleep, eat, and care for their children in environments where rats and insects are constantly present, undermining their sense of safety, privacy, and human dignity. The infestation exposes already vulnerable populations—including children, older persons, and people with disabilities—to heightened health risks, psychological distress, and continuous discomfort. For displaced families who have already endured significant hardship and loss, these conditions further erode their well-being and compromise their right to live in a safe and healthy environment. Urgent pest control measures are therefore required to restore basic living standards, protect public health, and preserve the dignity of affected residents.",,,,https://app.zitemanager.org/api/v2/generate-presigned-url/?object_key=Site_Improvement_Plan__-_Al-Nour-9_58_18.xlsx&return_type=file
